,index,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
574,576,230,No,3,"Lefebre, Miss. Mathilde",female,15,3,1,4133,25.4667,S
575,577,238,Yes,2,"Collyer, Miss. Marjorie ""Lottie""",female,8,0,2,C.A. 31921,26.25,S
576,578,265,No,3,"Henry, Miss. Delia",female,24,0,0,382649,7.75,Q
577,579,49,No,3,"Samaan, Mr. Youssef",male,41,2,0,2662,21.6792,C
578,580,488,No,1,"Kent, Mr. Edward Austin",male,58,0,0,11771,29.7,C
579,581,175,No,1,"Smith, Mr. James Clinch",male,56,0,0,17764,30.6958,C
580,582,257,Yes,1,"Thorne, Mrs. Gertrude Maybelle",female,28,0,0,PC 17585,79.2,C
581,583,832,Yes,2,"Richards, Master. George Sibley",male,0,1,1,29106,18.75,S
582,584,421,No,3,"Gheorgheff, Mr. Stanio",male,0,0,0,349254,7.8958,C
583,585,79,Yes,2,"Caldwell, Master. Alden Gates",male,0,0,2,248738,29.0,S
584,586,422,No,3,"Charters, Mr. David",male,21,0,0,A/5. 13032,7.7333,Q
585,587,158,No,3,"Corn, Mr. Harry",male,30,0,0,SOTON/OQ 392090,8.05,S
586,588,97,No,1,"Goldschmidt, Mr. George B",male,71,0,0,PC 17754,34.6542,C
587,589,283,No,3,"de Pelsmaeker, Mr. Alfons",male,16,0,0,345778,9.5,S
588,590,769,No,3,"Moran, Mr. Daniel J",male,17,1,0,371110,24.15,Q
589,591,784,No,3,"Johnston, Mr. Andrew G",male,18,1,2,W./C. 6607,23.45,S
590,592,144,No,3,"Burke, Mr. Jeremiah",male,19,0,0,365222,6.75,Q
591,593,185,Yes,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4,0,2,315153,22.025,S
592,594,559,Yes,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,S
593,595,37,Yes,3,"Mamee, Mr. Hanna",male,37,0,0,2677,7.2292,C
594,596,177,No,3,"Lefebre, Master. Henry Forbes",male,35,3,1,4133,25.4667,S
595,597,448,Yes,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,S
596,598,138,No,1,"Futrelle, Mr. Jacques Heath",male,37,1,0,113803,53.1,S
597,599,256,Yes,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29,0,2,2650,15.2458,C
598,600,489,No,3,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,8.05,S
599,601,646,Yes,1,"Harper, Mr. Henry Sleeper",male,48,1,0,PC 17572,76.7292,C
600,602,274,No,1,"Natsch, Mr. Charles H",male,37,0,1,PC 17596,29.7,C
601,603,370,Yes,1,"Aubart, Mme. Leontine Pauline",female,24,0,0,PC 17477,69.3,C
602,604,319,Yes,1,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,S
603,605,163,No,3,"Bengtsson, Mr. John Viktor",male,26,0,0,347068,7.775,S
604,606,410,No,3,"Lefebre, Miss. Ida",female,20,3,1,4133,25.4667,S
605,607,831,Yes,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,1,0,2659,14.4542,C
606,608,128,Yes,3,"Madsen, Mr. Fridtjof Arne",male,24,0,0,C 17369,7.1417,S
607,609,512,No,3,"Webber, Mr. James",male,30,0,0,SOTON/OQ 3101316,8.05,S
608,610,606,No,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,15.55,S
609,611,885,No,3,"Sutehall, Mr. Henry Jr",male,25,0,0,SOTON/OQ 392076,7.05,S
610,612,807,No,1,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,0.0,S
611,613,701,Yes,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,PC 17757,227.525,C
612,614,652,Yes,2,"Doling, Miss. Elsie",female,18,0,1,231919,23.0,S
613,615,657,No,3,"Radeff, Mr. Alexander",male,30,0,0,349223,7.8958,S
614,616,381,Yes,1,"Bidois, Miss. Rosalie",female,42,0,0,PC 17757,227.525,C
615,617,106,No,3,"Mionoff, Mr. Stoytcho",male,28,0,0,349207,7.8958,S
616,618,164,No,3,"Calic, Mr. Jovo",male,17,0,0,315093,8.6625,S
617,619,172,No,3,"Rice, Master. Arthur",male,4,4,1,382652,29.125,Q
618,620,320,Yes,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,1,16966,134.5,C
619,621,788,No,3,"Rice, Master. George Hugh",male,8,4,1,382652,29.125,Q
620,622,724,No,2,"Hodges, Mr. Henry Price",male,50,0,0,250643,13.0,S
621,623,783,No,1,"Long, Mr. Milton Clyde",male,29,0,0,113501,30.0,S
622,624,24,Yes,1,"Sloper, Mr. William Thompson",male,28,0,0,113788,35.5,S
623,625,154,No,3,"van Billiard, Mr. Austin Blyler",male,40,0,2,A/5. 851,14.5,S
624,626,204,No,3,"Youseff, Mr. Gerious",male,45,0,0,2628,7.225,C
625,627,364,No,3,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,S
626,628,644,Yes,3,"Foo, Mr. Choong",male,35,0,0,1601,56.4958,S
627,629,560,Yes,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,S
628,630,693,Yes,3,"Lam, Mr. Ali",male,35,0,0,1601,56.4958,S
629,631,738,Yes,1,"Lesurer, Mr. Gustave J",male,35,0,0,PC 17755,512.3292,C
630,632,13,No,3,"Saundercock, Mr. William Henry",male,20,0,0,A/5. 2151,8.05,S
631,633,35,No,1,"Meyer, Mr. Edgar Joseph",male,28,1,0,PC 17604,82.1708,C
632,634,166,Yes,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9,0,2,363291,20.525,S
633,635,578,Yes,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,55.9,S
634,636,726,No,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,S
635,637,470,Yes,3,"Baclini, Miss. Helene Barbara",female,0,2,1,2666,19.2583,C
636,638,561,No,3,"Morrow, Mr. Thomas Rowan",male,9,0,0,372622,7.75,Q
637,639,425,No,3,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,20.2125,S
638,640,577,Yes,2,"Garside, Miss. Ethel",female,34,0,0,243880,13.0,S
639,641,655,No,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,6.75,Q
640,642,465,No,3,"Maisner, Mr. Simon",male,18,0,0,A/S 2816,8.05,S
641,643,284,Yes,3,"Dorking, Mr. Edward Arthur",male,19,0,0,A/5. 10482,8.05,S
642,644,722,No,3,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,S
643,645,813,No,2,"Slemen, Mr. Richard James",male,35,0,0,28206,10.5,S
644,646,754,No,3,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,S
645,647,879,No,3,"Laleff, Mr. Kristo",male,25,0,0,349217,7.8958,S
646,648,467,No,2,"Campbell, Mr. William",male,28,0,0,239853,0.0,S
647,649,638,No,2,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,26.25,S
648,650,451,No,2,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,S
649,651,396,No,3,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,S
650,652,331,Yes,3,"McCoy, Miss. Agnes",female,24,2,0,367226,23.25,Q
651,653,705,No,3,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,S
652,654,366,No,3,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,S
653,655,624,No,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,7.8542,S
654,656,394,Yes,1,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,C
655,657,551,Yes,1,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,110.8833,C
656,658,419,No,2,"Matthews, Mr. William John",male,30,0,0,28228,13.0,S
657,659,600,Yes,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,PC 17485,56.9292,C
658,660,508,Yes,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,38,0,0,111427,26.55,S
659,661,725,Yes,1,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,53.1,S
660,662,502,No,3,"Canavan, Miss. Mary",female,21,0,0,364846,7.75,Q
661,663,817,No,3,"Heininen, Miss. Wendla Maria",female,23,0,0,STON/O2. 3101290,7.925,S
662,664,685,No,2,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39.0,S
663,665,730,No,3,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,7.925,S
664,666,41,No,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40,1,0,7546,9.475,S
665,667,159,No,3,"Smiljanic, Mr. Mile",male,40,0,0,315037,8.6625,S
666,668,255,No,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41,0,2,370129,20.2125,S
667,669,107,Yes,3,"Salkjelsvik, Miss. Anna Kristine",female,21,0,0,343120,7.65,S
668,670,372,No,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,S
669,671,229,No,2,"Fahlstrom, Mr. Arne Jonas",male,18,0,0,236171,13.0,S
670,672,793,No,3,"Sage, Miss. Stella Anna",female,14,8,2,CA. 2343,69.55,S
671,673,732,No,3,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,C
672,674,824,Yes,3,"Moor, Mrs. (Beila)",female,27,0,1,392096,12.475,S
673,675,180,No,3,"Leonard, Mr. Lionel",male,36,0,0,LINE,0.0,S
674,676,634,No,1,"Parr, Mr. William Henry Marsh",male,34,0,0,112052,0.0,S
675,677,698,Yes,3,"Mullens, Miss. Katherine ""Katie""",female,32,0,0,35852,7.7333,Q
676,678,80,Yes,3,"Dowdell, Miss. Elizabeth",female,30,0,0,364516,12.475,S
677,679,414,No,2,"Cunningham, Mr. Alfred Fleming",male,35,0,0,239853,0.0,S
678,680,539,No,3,"Risien, Mr. Samuel Beard",male,41,0,0,364498,14.5,S
679,681,593,No,3,"Elsbury, Mr. William James",male,47,0,0,A/5 3902,7.25,S
680,682,454,Yes,1,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,89.1042,C
681,683,587,No,2,"Jarvis, Mr. John Denzil",male,47,0,0,237565,15.0,S
682,684,523,No,3,"Lahoud, Mr. Sarkis",male,49,0,0,2624,7.225,C
683,685,715,No,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,13.0,S
684,686,74,No,3,"Chronopoulos, Mr. Apostolos",male,26,1,0,2680,14.4542,C
685,687,504,No,3,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,9.5875,S
686,688,222,No,2,"Bracken, Mr. James H",male,27,0,0,220367,13.0,S
687,689,746,No,1,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,71.0,S
688,690,417,Yes,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,S
689,691,837,No,3,"Pasic, Mr. Jakob",male,21,0,0,315097,8.6625,S
690,692,191,Yes,2,"Pinsky, Mrs. (Rosa)",female,32,0,0,234604,13.0,S
691,693,328,Yes,2,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13.0,S
692,694,392,Yes,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,7.7958,S
693,695,752,Yes,3,"Moor, Master. Meier",male,6,0,1,392096,12.475,S
694,696,253,No,1,"Stead, Mr. William Thomas",male,62,0,0,113514,26.55,S
695,697,880,Yes,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,11767,83.1583,C
696,698,167,Yes,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,50,0,1,113505,55.0,S
697,699,195,Yes,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44,0,0,PC 17610,27.7208,C
698,700,450,Yes,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,S
699,701,567,No,3,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,7.8958,S
700,702,828,Yes,2,"Mallet, Master. Andre",male,1,0,2,S.C./PARIS 2079,37.0042,C
701,703,890,Yes,1,"Behr, Mr. Karl Howell",male,26,0,0,111369,30.0,C
702,704,494,No,1,"Artagaveytia, Mr. Ramon",male,71,0,0,PC 17609,49.5042,C
703,705,84,No,1,"Carrau, Mr. Francisco M",male,28,0,0,113059,47.1,S
704,706,503,No,3,"O'Sullivan, Miss. Bridget Mary",female,30,0,0,330909,7.6292,Q
705,707,104,No,3,"Johansson, Mr. Gustaf Joel",male,33,0,0,7540,8.6542,S
706,708,116,No,3,"Pekoniemi, Mr. Edvard",male,21,0,0,STON/O 2. 3101294,7.925,S
707,709,151,No,2,"Bateman, Rev. Robert James",male,51,0,0,S.O.P. 1166,12.525,S
708,710,214,No,2,"Givard, Mr. Hans Kristensen",male,30,0,0,250646,13.0,S
709,711,476,No,1,"Clifford, Mr. George Quincy",male,20,0,0,110465,52.0,S
710,712,599,No,3,"Boulos, Mr. Hanna",male,10,0,0,2664,7.225,C
711,713,306,Yes,1,"Allison, Master. Hudson Trevor",male,0,1,2,113781,151.55,S
712,714,548,Yes,2,"Padro y Manent, Mr. Julian",male,27,0,0,SC/PARIS 2146,13.8625,C
713,715,250,No,2,"Carter, Rev. Ernest Courtenay",male,54,1,0,244252,26.0,S
714,716,418,Yes,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13.0,S
715,717,478,No,3,"Braund, Mr. Lewis Richard",male,29,1,0,3460,7.0458,S
716,718,509,No,3,"Olsen, Mr. Henry Margido",male,28,0,0,C 4001,22.525,S
717,719,187,Yes,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,35,1,0,370365,15.5,Q
718,720,779,No,3,"Kilgannon, Mr. Thomas J",male,42,0,0,36865,7.7375,Q
719,721,435,No,1,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,S
720,722,342,Yes,1,"Fortune, Miss. Alice Elizabeth",female,24,3,2,19950,263.0,S
721,723,633,Yes,1,"Stahelin-Maeglin, Dr. Max",male,32,0,0,13214,30.5,C
722,724,111,No,1,"Porter, Mr. Walter Chamberlain",male,47,0,0,110465,52.0,S
723,725,798,Yes,3,"Osman, Mrs. Mara",female,31,0,0,349244,8.6833,S
724,726,233,No,2,"Sjostedt, Mr. Ernst Adolf",male,59,0,0,237442,13.5,S
725,727,53,Yes,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49,1,0,PC 17572,76.7292,C
726,728,189,No,3,"Bourke, Mr. John",male,40,1,1,364849,15.5,Q
727,729,358,No,2,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13.0,S
728,730,516,No,1,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,S
729,731,872,Yes,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1,11751,52.5542,S
730,732,592,Yes,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,78.2667,C
731,733,665,Yes,3,"Lindqvist, Mr. Eino William",male,20,1,0,STON/O 2. 3101285,7.925,S
732,734,799,No,3,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,2685,7.2292,C
733,735,205,Yes,3,"Cohen, Mr. Gurshon ""Gus""",male,18,0,0,A/5 3540,8.05,S
734,736,201,No,3,"Vande Walle, Mr. Nestor Cyriel",male,28,0,0,345770,9.5,S
735,737,384,Yes,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,52.0,S
736,738,300,Yes,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50,0,1,PC 17558,247.5208,C
737,739,9,Yes,3,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,27,0,2,347742,11.1333,S
738,740,695,No,1,"Weir, Col. John",male,60,0,0,113800,26.55,S
739,741,244,No,3,"Maenpaa, Mr. Matti Alexanteri",male,22,0,0,STON/O 2. 3101275,7.125,S
740,742,36,No,1,"Holverson, Mr. Alexander Oskar",male,42,1,0,113789,52.0,S
741,743,723,No,2,"Gillespie, Mr. William Henry",male,34,0,0,12233,13.0,S
742,744,821,Yes,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,1,12749,93.5,S
743,745,139,No,3,"Osen, Mr. Olaf Elon",male,16,0,0,7534,9.2167,S
744,746,485,Yes,1,"Bishop, Mr. Dickinson H",male,25,1,0,11967,91.0792,C
745,747,627,No,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,Q
746,748,682,Yes,1,"Hassab, Mr. Hammad",male,27,0,0,PC 17572,76.7292,C
747,749,190,No,3,"Turcin, Mr. Stjepan",male,36,0,0,349247,7.8958,S
748,750,363,No,3,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,14.4542,C
749,751,849,No,2,"Harper, Rev. John",male,28,0,1,248727,33.0,S
750,752,459,Yes,2,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,10.5,S
751,753,346,Yes,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,248733,13.0,S
752,754,694,No,3,"Saad, Mr. Khalil",male,25,0,0,2672,7.225,C
753,755,760,Yes,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,S
754,756,18,Yes,2,"Williams, Mr. Charles Eugene",male,37,0,0,244373,13.0,S
755,757,338,Yes,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,134.5,C
756,758,615,No,3,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,8.05,S
757,759,81,No,3,"Waelens, Mr. Achille",male,22,0,0,345767,9.0,S
758,760,532,No,3,"Toufik, Mr. Nakli",male,21,0,0,2641,7.2292,C
759,761,121,No,2,"Hickman, Mr. Stanley George",male,21,2,0,S.O.C. 14879,73.5,S
760,762,572,Yes,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,11769,51.4792,S
761,763,690,Yes,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,S
762,764,804,Yes,3,"Thomas, Master. Assad Alexander",male,0,0,1,2625,8.5167,C
763,765,249,Yes,1,"Beckwith, Mr. Richard Leonard",male,37,1,1,11751,52.5542,S
764,766,668,No,3,"Rommetvedt, Mr. Knud Paust",male,32,0,0,312993,7.775,S
765,767,496,No,3,"Yousseff, Mr. Gerious",male,28,0,0,2627,14.4583,C
766,768,771,No,3,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,S
767,769,814,No,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,S
768,770,330,Yes,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,C
769,771,759,No,3,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,S
770,772,78,No,3,"Moutal, Mr. Rahamin Haim",male,31,0,0,374746,8.05,S
771,773,101,No,3,"Petranec, Miss. Matilda",female,28,0,0,349245,7.8958,S
772,774,336,No,3,"Denkoff, Mr. Mitto",male,44,0,0,349225,7.8958,S
773,775,367,Yes,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,C
774,776,429,No,3,"Flynn, Mr. James",male,34,0,0,364851,7.75,Q
775,777,148,No,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9,2,2,W./C. 6608,34.375,S
776,778,856,Yes,3,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,392091,9.35,S
777,779,420,No,3,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,S
778,780,469,No,3,"Scanlan, Mr. James",male,7,0,0,36209,7.725,Q
779,781,778,Yes,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,S
780,782,406,No,2,"Gale, Mr. Shadrach",male,34,1,0,28664,21.0,S
781,783,527,Yes,2,"Ridsdale, Miss. Lucy",female,50,0,0,W./C. 14258,10.5,S
782,784,118,No,2,"Turpin, Mr. William John Robert",male,29,1,0,11668,21.0,S
783,785,702,Yes,1,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,26.2875,S
784,786,510,Yes,3,"Lang, Mr. Fang",male,26,0,0,1601,56.4958,S
785,787,816,No,1,"Fry, Mr. Richard",male,25,0,0,112058,0.0,S
786,788,248,Yes,2,"Hamalainen, Mrs. William (Anna)",female,24,0,2,250649,14.5,S
787,789,703,No,3,"Barbara, Miss. Saiide",female,18,0,1,2691,14.4542,C
788,790,365,No,3,"O'Brien, Mr. Thomas",male,24,1,0,370365,15.5,Q
789,791,310,Yes,1,"Francatelli, Miss. Laura Mabel",female,30,0,0,PC 17485,56.9292,C
790,792,369,Yes,3,"Jermyn, Miss. Annie",female,26,0,0,14313,7.75,Q
791,793,474,Yes,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,13.7917,C
792,794,667,No,2,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13.0,S
793,795,142,Yes,3,"Nysten, Miss. Anna Sofia",female,22,0,0,347081,7.75,S
794,796,143,Yes,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24,1,0,STON/O2. 3101279,15.85,S
795,797,137,Yes,1,"Newsom, Miss. Helen Monypeny",female,19,0,2,11752,26.2833,S
796,798,332,No,1,"Partner, Mr. Austen",male,45,0,0,113043,28.5,S
797,799,371,Yes,1,"Harder, Mr. George Achilles",male,25,1,0,11765,55.4417,C
798,800,749,No,1,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,53.1,S
799,801,335,Yes,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,21,1,0,PC 17611,133.65,S
800,802,530,No,2,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,S
801,803,621,No,3,"Yasbeck, Mr. Antoni",male,27,1,0,2659,14.4542,C
802,804,285,No,1,"Smith, Mr. Richard William",male,20,0,0,113056,26.0,S
803,805,781,Yes,3,"Ayoub, Miss. Banoura",female,13,0,0,2687,7.2292,C
804,806,803,Yes,1,"Carter, Master. William Thornton II",male,11,1,2,113760,120.0,S
805,807,851,No,3,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,S
806,808,620,No,2,"Gavey, Mr. Lawrence",male,26,0,0,31028,10.5,S
807,809,126,Yes,3,"Nicola-Yarred, Master. Elias",male,12,1,0,2651,11.2417,C
808,810,573,Yes,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,0,PC 17474,26.3875,S
809,811,843,Yes,1,"Serepeca, Miss. Augusta",female,30,0,0,113798,31.0,C
810,812,25,No,3,"Palsson, Miss. Torborg Danira",female,8,3,1,349909,21.075,S
811,813,252,No,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29,1,1,347054,10.4625,S
812,814,871,No,3,"Balkic, Mr. Cerin",male,26,0,0,349248,7.8958,S
813,815,424,No,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,S
814,816,545,No,1,"Douglas, Mr. Walter Donald",male,50,1,0,PC 17761,106.425,C
815,817,317,Yes,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,244367,26.0,S
816,818,692,Yes,3,"Karun, Miss. Manca",female,4,0,1,349256,13.4167,C
817,819,48,Yes,3,"O'Driscoll, Miss. Bridget",female,16,0,0,14311,7.75,Q
818,820,444,Yes,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,13.0,S
819,821,327,No,3,"Nysveen, Mr. Johan Hansen",male,61,0,0,345364,6.2375,S
820,822,836,Yes,1,"Compton, Miss. Sara Rebecca",female,39,1,1,PC 17756,83.1583,C
821,823,261,No,3,"Smith, Mr. Thomas",male,35,0,0,384461,7.75,Q
822,824,829,Yes,3,"McCormack, Mr. Thomas Joseph",male,32,0,0,367228,7.75,Q
823,825,232,No,3,"Larsson, Mr. Bengt Edvin",male,29,0,0,347067,7.775,S
824,826,426,No,3,"Wiseman, Mr. Phillippe",male,36,0,0,A/4. 34244,7.25,S
825,827,432,Yes,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,44,1,0,376564,16.1,S
826,828,263,No,1,"Taussig, Mr. Emil",male,52,1,1,110413,79.65,S
827,829,407,No,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,S
828,830,234,Yes,3,"Asplund, Miss. Lillian Gertrud",female,5,4,2,347077,31.3875,S
829,831,594,No,3,"Bourke, Miss. Mary",female,9,0,2,364848,7.75,Q
830,832,436,Yes,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120.0,S
831,833,696,No,2,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,S
832,834,345,No,2,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,13.0,S
833,835,388,Yes,2,"Buss, Miss. Kate",female,36,0,0,27849,13.0,S
834,836,753,No,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,S
835,837,132,No,3,"Coelho, Mr. Domingos Fernandeo",male,20,0,0,SOTON/O.Q. 3101307,7.05,S
836,838,178,No,1,"Isham, Miss. Ann Elizabeth",female,50,0,0,PC 17595,28.7125,C
837,839,337,No,1,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,S
838,840,247,No,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25,0,0,347071,7.775,S
839,841,513,Yes,1,"McGough, Mr. James Robert",male,36,0,0,PC 17473,26.2875,S
840,842,113,No,3,"Barton, Mr. David John",male,22,0,0,324669,8.05,S
841,843,16,Yes,2,"Hewlett, Mrs. (Mary D Kingcome)",female,55,0,0,248706,16.0,S
842,844,193,Yes,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19,1,0,350046,7.8542,S
843,845,297,No,3,"Hanna, Mr. Mansour",male,23,0,0,2693,7.2292,C
844,846,834,No,3,"Augustsson, Mr. Albert",male,23,0,0,347468,7.8542,S
845,847,888,Yes,1,"Graham, Miss. Margaret Edith",female,19,0,0,112053,30.0,S
846,848,822,Yes,3,"Lulic, Mr. Nikola",male,27,0,0,315098,8.6625,S
847,849,92,No,3,"Andreasson, Mr. Paul Edvin",male,20,0,0,347466,7.8542,S
848,850,236,No,3,"Harknett, Miss. Alice Phoebe",female,24,0,0,W./C. 6609,7.55,S
849,851,757,No,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,S
850,852,673,No,2,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,S
851,853,585,No,3,"Paulner, Mr. Uscher",male,46,0,0,3411,8.7125,C
852,854,1,No,3,"Braund, Mr. Owen Harris",male,22,1,0,A/5 21171,7.25,S
853,855,264,No,1,"Harrison, Mr. William",male,40,0,0,112059,0.0,S
854,856,184,Yes,2,"Becker, Master. Richard F",male,1,2,1,230136,39.0,S
855,857,514,Yes,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,PC 17603,59.4,C
856,858,304,Yes,2,"Keane, Miss. Nora A",female,40,0,0,226593,12.35,Q
857,859,552,No,2,"Sharp, Mr. Percival James R",male,27,0,0,244358,26.0,S
858,860,206,No,3,"Strom, Miss. Telma Matilda",female,2,0,1,347054,10.4625,S
859,861,868,No,1,"Roebling, Mr. Washington Augustus II",male,31,0,0,PC 17590,50.4958,S
860,862,619,Yes,2,"Becker, Miss. Marion Louise",female,4,2,1,230136,39.0,S
861,863,858,Yes,1,"Daly, Mr. Peter Denis",male,51,0,0,113055,26.55,S
862,864,179,No,2,"Hale, Mr. Reginald",male,30,0,0,250653,13.0,S
863,865,196,Yes,1,"Lurette, Miss. Elise",female,58,0,0,PC 17569,146.5208,C
